IDN,NSN,common_name,Price,UI,AAC,Batch,ParentID
,7510-01-316-2167,Slant D-Ring Binder,10.24,EA,H,KVPMSCA6365,5110-01-060-1701
,7510-01-316-2302,Double-Pocket Report Cover,12.87,BX,H,KVPMSCA6366,5110-01-068-5253
,7510-01-316-6213,Dry Erase Eraser,2.01,EA,H,KVPMSCA6367,5110-01-181-7030
,7510-01-317-4215,Packaging Tape,1.59,RO,H,KVPMSCA6368,5110-01-060-1701
,7510-01-317-4219,Clam Clip Dispenser,16.61,EA,H,KVPMSCA6369,5110-01-068-5253
,7510-01-317-4220,Clam Clip Dispenser,38.95,DZ,H,KVPMSCA6370,5110-01-181-7030
,7510-01-317-4222,Mechanical Pencil Eraser,2,BX,H,KVPMSCA6371,5110-01-060-1701
,7510-01-317-4228,Clam Clip Refills,2.98,BX,H,KVPMSCA6372,5110-01-068-5253
,7510-01-317-6421,Mechanical Pencil Lead,0.82,TU,H,KVPMSCA6373,5110-01-181-7030
,7510-01-317-6422,Mechanical Pencil Lead,0.82,TU,H,KVPMSCA6374,5110-01-060-1701
,7510-01-318-6591,Document Protector,7.98,BX,H,KVPMSCA6375,5110-01-068-5253
,7510-01-318-8641,Mechanical Pencil Eraser,1.47,BX,H,KVPMSCA6376,5110-01-181-7030
,7510-01-323-9586,Round Ring View Binder,2.16,EA,H,KVPMSCA6377,5110-01-060-1701
,7510-01-332-8794,Mechanical Pencil Eraser,1.61,BX,H,KVPMSCA6378,5110-01-068-5253
,7510-01-333-6242,Correction Fluid,14.61,DZ,H,KVPMSCA6379,5110-01-181-7030
,7510-01-338-3317,Refillable Correction Film,6.97,EA,H,KVPMSCA6380,5110-01-060-1701
,7510-01-347-9579,Document Protector,3.66,BX,H,KVPMSCA6381,5110-01-068-5253
,7510-01-347-9580,Document Protector,2.76,BX,H,KVPMSCA6382,5110-01-181-7030
,7510-01-350-1810,Correction Tape Refill,4.13,EA,H,KVPMSCA6383,5110-01-060-1701
,7510-01-350-1841,Plastic Binding Element,4.96,BX,J,KVPMSCA6384,5110-01-068-5253
,7510-01-351-9138,Magnetic Paper Clip Dispenser,1.54,EA,H,KVPMSCA6385,5110-01-181-7030
,7510-01-357-6829,Telephone Message Pad,8.37,EA,H,KVPMSCA6386,5110-01-060-1701
,7510-01-357-6830,Telephone Message Pad,11.96,EA,H,KVPMSCA6387,5110-01-068-5253
,7510-01-357-6836,Ballpoint Pen Refill,2.5,DZ,H,KVPMSCA6388,5110-01-181-7030
,7510-01-357-8194,Vinyl Tape,1.38,RO,H,KVPMSCA6389,5110-01-060-1701
,7510-01-358-0771,HP Inkjet Multi-Purpose Cartridge,35.41,EA,J,KVPMSCA6390,5110-01-068-5253
,7510-01-368-3485,Slant D-Ring Binder,5.88,EA,H,KVPMSCA6391,5110-01-181-7030
,7510-01-368-3486,Slant D-Ring Binder,5.13,EA,H,KVPMSCA6392,5110-01-060-1701
,7510-01-368-3487,Slant D-Ring Binder,5.88,EA,H,KVPMSCA6393,5110-01-068-5253
,7510-01-368-3500,Ballpoint Pen Refill,3.15,DZ,H,KVPMSCA6394,5110-01-181-7030
,7510-01-368-3501,Ballpoint Pen Refill,3.22,DZ,H,KVPMSCA6395,5110-01-060-1701
,7510-01-371-3235,Pressure-Sensitive Tape,9.66,RO,H,KVPMSCA6396,5110-01-068-5253
,7510-01-371-3238,Pressure-Sensitive Tape,3.43,RO,H,KVPMSCA6397,5110-01-181-7030
,7510-01-375-0502,Hanging File Folder Tab,1.38,PG,H,KVPMSCA6398,5110-01-060-1701
,7510-01-375-4510,Hanging File Folder Tab,1.36,PG,H,KVPMSCA6399,5110-01-068-5253
,7510-01-377-8151,Presentation Folder,21.97,BX,H,KVPMSCA6400,5110-01-181-7030
,7510-01-381-2219,Document Protector,3.59,BX,H,KVPMSCA6401,5110-01-060-1701
,7510-01-381-7997,Ballpoint Pen Refill,3.22,DZ,H,KVPMSCA6402,5110-01-068-5253
,7510-01-381-7998,Ballpoint Pen Refill,3.22,DZ,J,KVPMSCA6403,5110-01-181-7030
,7510-01-381-8014,Ballpoint Pen Refill,3.22,DZ,H,KVPMSCA6404,5110-01-060-1701
,7510-01-383-0233,Brother P-Touch Labels,31.42,PG,H,KVPMSCA6405,5110-01-068-5253
,7510-01-383-7680,Foam Grips,1.02,PG,H,KVPMSCA6406,5110-01-181-7030
,7510-01-383-7952,Foam Board,112.91,BX,J,KVPMSCA6407,5110-01-060-1701
,7510-01-383-7967,Pressure-Sensitive Tape,11.04,PG,H,KVPMSCA6408,5110-01-068-5253
,7510-01-383-7990,Paper Clip,0.61,BX,H,KVPMSCA6409,5110-01-181-7030
,7510-01-384-7065,Round Ring View Binder,2.08,EA,H,KVPMSCA6410,5110-01-060-1701
,7510-01-384-8673,Slant D-Ring Binder,5.07,EA,H,KVPMSCA6411,5110-01-068-5253
,7510-01-384-8786,Slant D-Ring Binder,3.96,EA,H,KVPMSCA6412,5110-01-181-7030
,7510-01-384-8788,Slant D-Ring Binder,3.76,EA,H,KVPMSCA6413,5110-01-060-1701
,7510-01-385-6711,Slant D-Ring Binder,3.32,EA,H,KVPMSCA6414,5110-01-068-5253
,7510-01-386-1609,Correction Pen,2,EA,H,KVPMSCA6415,7510-01-385-6711
,7510-01-386-2431,Index Sheet Set,0.54,SE,H,KVPMSCA6416,7510-01-385-6711
,7510-01-389-2262,Repositionable Tape Flag,2.89,PG,H,KVPMSCA6417,7510-01-385-6711
,7510-01-390-0712,Certificate Binder,4.08,EA,H,KVPMSCA6418,3510-00-273-9738
,7510-01-390-0717,Correction Tape,3.47,EA,H,KVPMSCA6419,3510-00-273-9738
,7510-01-390-0721,Rubber Finger Pad,0.95,DZ,H,KVPMSCA6420,3510-00-273-9738
,7510-01-390-0722,Rubber Finger Pad,0.95,DZ,H,KVPMSCA6421,3510-00-273-9739
,7510-01-390-0723,Rubber Finger Pad,0.95,DZ,H,KVPMSCA6422,3510-00-273-9739
,7510-01-390-0727,Rubber Finger Pad,1.93,DZ,H,KVPMSCA6423,3510-00-273-9739
,7510-01-390-0728,Rubber Finger Pad,1.9,DZ,H,KVPMSCA6424,3510-01-622-7152
,7510-01-390-9399,HP Inkjet Multi-Purpose Cartridge,33.89,EA,J,KVPMSCA6425,3510-01-622-7152
,7510-01-392-5283,Slant D-Ring Binder,11.94,EA,H,KVPMSCA6426,3510-01-622-7152
,7510-01-392-6512,Clam Clip Refills,2.85,BX,H,KVPMSCA6427,7510-01-392-5283
,7510-01-392-6513,Clam Clip Refills,2.84,BX,H,KVPMSCA6428,7510-01-392-5283
,7510-01-392-6964,Clam Clip Dispenser,39.7,DZ,H,KVPMSCA6429,7510-01-392-5283
,7510-01-392-6965,Clam Clip Dispenser,50.23,DZ,H,KVPMSCA6430,3510-00-273-9738
,7510-01-399-1152,Repositionable Tape Flag,2.62,PG,H,KVPMSCA6431,3510-00-273-9738
,7510-01-399-1153,Repositionable Tape Flag,2.62,PG,H,KVPMSCA6432,3510-00-273-9738
,7510-01-407-0471,Round Ring View Binder,1.91,EA,H,KVPMSCA6433,3510-00-273-9739
,7510-01-410-7012,Repositionable Tape Flag,4.83,PG,H,KVPMSCA6434,3510-00-273-9739
,7510-01-412-6338,Slant D-Ring Binder,5.13,EA,H,KVPMSCA6435,3510-00-273-9739
,7510-01-415-3565,Clip Report Cover,33.11,BX,H,KVPMSCA6436,3510-01-622-7152
,7510-01-415-3566,Clip Report Cover,20.7,BX,H,KVPMSCA6437,3510-01-622-7152
,7510-01-417-1876,Slant D-Ring Binder,8.74,EA,H,KVPMSCA6438,3510-01-622-7152
,7510-01-417-1877,Slant D-Ring Binder,6.12,EA,H,KVPMSCA6439,7510-01-417-1876
,7510-01-417-1878,Slant D-Ring Binder,4.92,EA,H,KVPMSCA6440,7510-01-417-1876
,7510-01-417-1879,Slant D-Ring Binder,3.91,EA,H,KVPMSCA6441,7510-01-417-1876
,7510-01-417-1881,Slant D-Ring Binder,4.31,EA,H,KVPMSCA6442,3510-00-273-9738
,7510-01-417-1882,Slant D-Ring Binder,4.31,EA,H,KVPMSCA6443,3510-00-273-9738
,7510-01-417-1883,Slant D-Ring Binder,8.74,EA,H,KVPMSCA6444,3510-00-273-9738
,7510-01-417-1884,Slant D-Ring Binder,4.27,EA,H,KVPMSCA6445,3510-00-273-9739
,7510-01-419-5175,Embossing Tape,11.68,EA,J,KVPMSCA6446,3510-00-273-9739
,7510-01-420-8078,Slant D-Ring Binder,3.96,EA,H,KVPMSCA6447,3510-00-273-9739
,7510-01-421-4751,Repositionable Page Markers,5.07,PG,H,KVPMSCA6448,3510-01-622-7152
,7510-01-422-1507,HP Inkjet Multi-Purpose Cartridge,35.27,EA,J,KVPMSCA6449,3510-01-622-7152
,7510-01-422-1560,HP Inkjet Cartridge,36.66,EA,J,KVPMSCA6450,3510-01-622-7152
,7510-01-425-5709,Magnus Pen Refill,15.32,DZ,H,KVPMSCA6451,7510-01-422-1560
,7510-01-425-6138,Loose-Leaf Binder,7.33,EA,J,KVPMSCA6452,7510-01-422-1560
,7510-01-425-6139,View Binder (Round Ring),2.56,EA,H,KVPMSCA6453,7510-01-422-1560
,7510-01-425-6768,Packaging Tape,1.67,RO,H,KVPMSCA6454,3510-00-273-9738
,7510-01-431-6236,Round-Ring Binder,5.11,EA,H,KVPMSCA6455,3510-00-273-9738
,7510-01-431-6239,Round-Ring Binder,5.11,EA,H,KVPMSCA6456,3510-00-273-9738
,7510-01-431-6244,Round-Ring Binder,5.11,EA,H,KVPMSCA6457,3510-00-273-9739
,7510-01-431-6517,Stamp Pad,1.67,EA,H,KVPMSCA6458,3510-00-273-9739
,7510-01-431-6518,Stamp Pad,1.62,EA,H,KVPMSCA6459,3510-00-273-9739
,7510-01-431-6519,Stamp Pad,0.94,EA,H,KVPMSCA6460,3510-01-622-7152
,7510-01-431-6521,Stamp Pad,1.62,EA,H,KVPMSCA6461,3510-01-622-7152
,7510-01-431-6522,Stamp Pad,0.94,EA,H,KVPMSCA6462,3510-01-622-7152
,7510-01-431-6523,Stamp Pad,2.19,EA,H,KVPMSCA6463,7510-01-431-6522
,7510-01-431-6524,Stamp Pad,1.67,EA,H,KVPMSCA6464,7510-01-431-6522
,7510-01-431-6525,Stamp Pad,1.67,EA,H,KVPMSCA6465,7510-01-431-6522
,7510-01-431-6526,Stamp Pad,1.67,EA,H,KVPMSCA6466,3510-00-273-9738
,7510-01-431-8625,Stamp Pad,2.19,EA,H,KVPMSCA6467,3510-00-273-9738
,7510-01-433-5647,Binder Pouch,3.51,EA,H,KVPMSCA6468,3510-00-273-9738
,7510-01-435-9775,Stamp Pad,3.66,EA,H,KVPMSCA6469,3510-00-273-9739
,7510-01-435-9776,Stamp Pad,3.66,EA,H,KVPMSCA6470,3510-00-273-9739
,7510-01-435-9777,Stamp Pad,5.11,EA,H,KVPMSCA6471,3510-00-273-9739
,7510-01-435-9778,Stamp Pad,5.11,EA,H,KVPMSCA6472,3510-01-622-7152
,7510-01-439-0502,HP Laser Cartridge,63.25,EA,H,KVPMSCA6473,3510-01-622-7152
,7510-01-439-0505,HP Laser Cartridge,101.59,EA,H,KVPMSCA6474,3510-01-622-7152
,7510-01-439-0506,HP Laser Cartridge,167.34,EA,J,KVPMSCA6475,7510-01-439-0505
,7510-01-439-0508,HP Laser Cartridge,163.28,EA,J,KVPMSCA6476,7510-01-439-0505
,7510-01-441-3084,HP Inkjet Cartridge,45.22,EA,J,KVPMSCA6477,7510-01-439-0505
,7510-01-441-3085,HP Inkjet Cartridge,45.22,EA,J,KVPMSCA6478,3510-00-273-9738
,7510-01-441-3086,HP Inkjet Cartridge,45.22,EA,J,KVPMSCA6479,3510-00-273-9738
,7510-01-442-1471,Paper Fastener (Self-Adhesive),4.01,BX,H,KVPMSCA6480,3510-00-273-9738
,7510-01-442-1479,Paper Fastener (Self-Adhesive),3.55,BX,H,KVPMSCA6481,3510-00-273-9739
,7510-01-443-2121,SKILCRAFT Laser Cartridge (HP),112.59,EA,H,KVPMSCA6482,3510-00-273-9739
,7510-01-445-9340,Mounting Roll,3.23,RO,J,KVPMSCA6483,3510-00-273-9739
,7510-01-445-9342,Notebook,38.18,EA,H,KVPMSCA6484,3510-01-622-7152
,7510-01-445-9348,Key and Credit Card Holder,5.64,EA,H,KVPMSCA6485,3510-01-622-7152
,7510-01-446-8311,Dry Erase Marker Kit,7.28,EA,H,KVPMSCA6486,3510-01-622-7152
,7510-01-451-0738,Dr. Grip Pen Refill,1.21,PG,J,KVPMSCA6487,7510-01-446-8311
,7510-01-451-0740,Dr. Grip Pen Refill,2.58,PG,J,KVPMSCA6488,7510-01-446-8311
,7510-01-451-0742,Ball Point Pen Refill,1.37,PG,J,KVPMSCA6489,7510-01-446-8311
,7510-01-451-2269,Push Cap Ballpoint Refill,8.14,DZ,H,KVPMSCA6490,3510-00-273-9738
,7510-01-451-2273,Push Cap Ballpoint Refill,8.14,DZ,H,KVPMSCA6491,3510-00-273-9738
,7510-01-451-9186,Executive Fountain Pen Refill,12.63,BX,H,KVPMSCA6492,3510-00-273-9738
,7510-01-451-9191,Executive Fountain Pen Refill,12.63,BX,H,KVPMSCA6493,3510-00-273-9739
,7510-01-452-6538,Ink Jet Printer Supplies (Hewlett Packard),34.63,EA,H,KVPMSCA6494,3510-00-273-9739
,7510-01-454-1172,"Refill, Pen",2.6,DZ,H,KVPMSCA6495,3510-00-273-9739
,7510-01-454-1175,Pen Refill,2.6,DZ,H,KVPMSCA6496,3510-01-622-7152
,7510-01-454-7388,"Steno Pad Holder, Vinyl",8.96,EA,H,KVPMSCA6497,3510-01-622-7152
,7510-01-455-0022,Repositionable Tape Flag,3.34,PG,H,KVPMSCA6498,3510-01-622-7152
,7510-01-455-6072,HP Laser Cartridge,95.43,EA,J,KVPMSCA6499,7510-01-455-0022
,7510-01-456-7877,Masking Tape,4.54,RO,H,KVPMSCA6500,7510-01-455-0022
,7510-01-462-1383,Slant D-Ring Binder,5.26,EA,H,KVPMSCA6501,7510-01-455-0022
,7510-01-462-1384,Slant D-Ring Binder,5.4,EA,H,KVPMSCA6502,3510-00-273-9738
,7510-01-462-1385,Slant D-Ring Binder,5.53,EA,H,KVPMSCA6503,3510-00-273-9738
,7510-01-462-1386,Slant D-Ring Binder,5.09,EA,H,KVPMSCA6504,3510-00-273-9738
,7510-01-462-1387,Slant D-Ring Binder,5.31,EA,H,KVPMSCA6505,3510-00-273-9739
,7510-01-462-1388,Slant D-Ring Binder,7.81,EA,H,KVPMSCA6506,3510-00-273-9739
,7510-01-462-1389,Slant D-Ring Binder,8.77,EA,H,KVPMSCA6507,3510-00-273-9739
,7510-01-462-1390,Slant D-Ring Binder,6.18,EA,H,KVPMSCA6508,3510-01-622-7152
,7510-01-462-1391,Slant D-Ring Binder,7.33,EA,H,KVPMSCA6509,3510-01-622-7152
,7510-01-462-2000,HP Inkjet Cartridge,30.59,EA,H,KVPMSCA6510,3510-01-622-7152
,7510-01-463-1988,Aristocrat Pen Refill,2.14,PG,H,KVPMSCA6511,3510-01-622-7153
,7510-01-463-5122,Round Ring Binder,3.93,EA,H,KVPMSCA6512,3510-01-622-7153
,7510-01-465-1440,"Refill, Ball-Point",2.81,PG,J,KVPMSCA6513,3510-01-622-7153
,7510-01-465-1445,"Refill, Gel Ink",2.63,PG,J,KVPMSCA6514,3510-01-622-7153
,7510-01-467-6738,Paper Clip,0.41,HD,H,KVPMSCA6515,3510-01-622-7153
,7510-01-476-1723,HP Inkjet Multi-Purpose Cartridge (HP),43.87,EA,J,KVPMSCA6516,3510-01-622-7153
,7510-01-480-2280,HP Inkjet Cartridge,38.62,EA,J,KVPMSCA6517,3510-01-622-7153
,7510-01-480-2282,HP Inkjet Multi-Purpose Cartridge,53.07,EA,H,KVPMSCA6518,3510-01-622-7153
,7510-01-483-8892,Writing Portfolio,10.34,EA,H,KVPMSCA6519,3510-01-622-7153
,7510-01-483-8894,Writing Portfolio,10.34,EA,H,KVPMSCA6520,3510-01-622-7153
,7510-01-483-8895,Writing Portfolio,7.69,EA,H,KVPMSCA6521,3510-01-622-7153
,7510-01-483-8897,Writing Portfolio,7.39,EA,H,KVPMSCA6522,3510-01-622-7153
,7510-01-483-8899,Binder Note Pad,7.39,EA,H,KVPMSCA6523,3510-01-622-7153
,7510-01-484-0004,Writing Portfolio,7.69,EA,H,KVPMSCA6524,3510-01-622-7153
,7510-01-484-1742,Round Ring Binder,3.46,EA,H,KVPMSCA6525,3510-01-622-7153
,7510-01-484-1743,Round Ring Binder,3.86,EA,H,KVPMSCA6526,3510-01-622-7153
,7510-01-484-1744,Round Ring Binder,3.46,EA,H,KVPMSCA6527,3510-01-622-7153
,7510-01-484-1745,Round Ring Binder,3.12,EA,H,KVPMSCA6528,3510-01-622-7153
,7510-01-484-1754,Camouflage Binder,5.32,EA,H,KVPMSCA6529,3510-01-622-7153
,7510-01-484-1755,Camouflage Binder,4.75,EA,H,KVPMSCA6530,3510-01-622-7153
,7510-01-484-1757,Round Ring Binder,3.14,EA,H,KVPMSCA6531,3510-01-622-7153
,7510-01-484-1759,Round Ring Binder,3.27,EA,H,KVPMSCA6532,3510-01-622-7153
,7510-01-484-1761,Round Ring Binder,3.14,EA,H,KVPMSCA6533,3510-01-622-7153
,7510-01-484-1762,Camouflage Binder,5.35,EA,H,KVPMSCA6534,3510-01-622-7153
,7510-01-484-1763,Round Ring Binder,3.2,EA,H,KVPMSCA6535,3510-01-622-7153
,7510-01-484-4561,RSP Chain Pen Refill,2.84,DZ,H,KVPMSCA6536,3510-01-622-7153
,7510-01-484-4563,Portfolio with Calculator,21.84,EA,H,KVPMSCA6537,3510-01-622-7153
,7510-01-484-4578,Double-Pocket Report Cover,15.53,BX,H,KVPMSCA6538,3510-01-622-7153
,7510-01-490-7265,Brother P-Touch Labels,12.06,EA,H,KVPMSCA6539,3510-01-622-7153
,7510-01-490-7266,Brother P-Touch Labels,13.06,EA,H,KVPMSCA6540,3510-01-622-7153
,7510-01-490-7267,Pop-Up Tape Refills,8.05,PG,J,KVPMSCA6541,3510-01-622-7153
,7510-01-491-5757,HP Inkjet Multi-Purpose Cartridge,27.51,EA,J,KVPMSCA6542,3510-01-622-7153
,7510-01-495-0684,Slant D-Ring Binder,8.2,EA,J,KVPMSCA6543,3510-01-622-7153
,7510-01-495-0692,Slant D-Ring Binder,5.35,EA,H,KVPMSCA6544,3510-01-622-7153
,7510-01-495-0694,Slant D-Ring Binder,10.2,EA,H,KVPMSCA6545,3510-01-622-7153
,7510-01-495-0695,Slant D-Ring Binder,11.24,EA,H,KVPMSCA6546,3510-01-622-7153
,7510-01-495-0696,Slant D-Ring Binder,7.62,EA,H,KVPMSCA6547,3510-01-622-7153
,7510-01-495-0697,Slant D-Ring Binder,6.78,EA,H,KVPMSCA6548,3510-01-622-7153
,7510-01-495-0698,Slant D-Ring Binder,12.29,EA,H,KVPMSCA6549,3510-01-622-7153
,7510-01-498-1880,Rite in the Rain Pen Refill,4.76,EA,H,KVPMSCA6550,3510-01-622-7153
,7510-01-498-2077,Rite in the Rain Field Binder,8.11,EA,H,KVPMSCA6551,3510-01-622-7153
,7510-01-504-5267,Masking Tape,4.22,RO,J,KVPMSCA6552,3510-01-622-7153
,7510-01-504-7385,CD/DVD Holders,3.66,PG,H,KVPMSCA6553,3510-01-622-7153
,7510-01-504-7387,Staples (Refill Cartridge),38.18,EA,H,KVPMSCA6554,3510-01-622-7153
,7510-01-504-7388,Staples,5.67,BX,H,KVPMSCA6555,3510-01-622-7153
,7510-01-504-7391,Business Card Holder,2.01,PG,H,KVPMSCA6556,3510-01-622-7153
,7510-01-504-8940,Correction Tape,7.98,PG,H,KVPMSCA6557,3510-01-622-7153
,7510-01-505-3664,Rite in the Rain Field Binder,8.11,EA,H,KVPMSCA6558,3510-01-622-7153
,7510-01-506-7475,Document Protector,29.84,BX,H,KVPMSCA6559,3510-01-622-7153
,7510-01-506-8514,"Refill, Gel Ink",2.39,PG,H,KVPMSCA6560,3510-01-622-7153
,7510-01-506-8515,"Refill, Gel Ink",2.39,PG,H,KVPMSCA6561,3510-01-622-7153
,7510-01-510-4858,Loose-Leaf Binder,6.16,EA,H,KVPMSCA6562,3510-01-622-7153
,7510-01-510-4859,Round Ring View Binder,3.61,EA,H,KVPMSCA6563,3510-01-622-7153
,7510-01-510-4860,"Binder, Loose-Leaf",3.71,EA,H,KVPMSCA6564,3510-01-622-7153
,7510-01-510-4865,Round Ring View Binder,3.91,EA,H,KVPMSCA6565,3510-01-622-7153
,7510-01-510-4866,Round Ring View Binder,5.93,EA,H,KVPMSCA6566,3510-01-622-7153
,7510-01-510-4869,View Binder (Round Ring),3.98,EA,H,KVPMSCA6567,3510-01-622-7153
,7510-01-510-4871,Loose-Leaf Binder,6.07,EA,H,KVPMSCA6568,3510-01-622-7153
,7510-01-510-4873,Round-Ring Binder,5.53,EA,H,KVPMSCA6569,3510-01-622-7153
,7510-01-510-7492,Round Ring Binder,3.12,EA,H,KVPMSCA6570,3510-01-622-7153
,7510-01-511-4320,Round-Ring Binder,5.53,EA,H,KVPMSCA6571,3510-01-622-7153
,7510-01-511-4322,Round-Ring Binder,5.53,EA,H,KVPMSCA6572,3510-01-622-7153
,7510-01-511-7930,Correct-It Roller,3.7,EA,H,KVPMSCA6573,3510-01-622-7153
,7510-01-511-7933,Correct-It Mini Dispenser 3-Pack,7.85,PG,H,KVPMSCA6574,3510-01-622-7153
,7510-01-512-2414,Double-Pocket Report Cover,13.51,BX,H,KVPMSCA6575,3510-01-622-7153
,7510-01-512-2415,Double-Pocket Report Cover,13.51,BX,H,KVPMSCA6576,3510-01-622-7153
,7510-01-515-4961,HP Inkjet Cartridge,35.02,EA,H,KVPMSCA6577,3510-01-622-7153
,7510-01-516-9247,Ruler,6.01,EA,H,KVPMSCA6578,3510-01-622-7153
,7510-01-518-3706,HP Inkjet Cartridge,91.18,EA,J,KVPMSCA6579,3510-01-622-7153
,7510-01-518-3769,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6580,3510-01-622-7153
,7510-01-518-4096,HP Inkjet Cartridge,148.78,EA,H,KVPMSCA6581,3510-01-622-7153
,7510-01-518-4097,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6582,3510-01-622-7153
,7510-01-518-4151,HP Inkjet Cartridge,91.18,EA,H,KVPMSCA6583,3510-01-622-7153
,7510-01-518-4154,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6584,3510-01-622-7153
,7510-01-518-4184,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6585,3510-01-622-7153
,7510-01-518-4234,HP Inkjet Cartridge,91.18,EA,H,KVPMSCA6586,3510-01-622-7153
,7510-01-518-4240,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6587,3510-01-622-7153
,7510-01-518-4543,HP Inkjet Dye Ink Cartridge,215.11,EA,J,KVPMSCA6588,3510-01-622-7153
,7510-01-518-9665,HP Laser Cartridge,185.51,EA,H,KVPMSCA6589,3510-01-622-7153
,7510-01-518-9666,HP Laser Cartridge,260.42,EA,H,KVPMSCA6590,3510-01-622-7153
,7510-01-518-9667,HP Laser Cartridge,260.42,EA,H,KVPMSCA6591,3510-01-622-7153
,7510-01-518-9668,HP Laser Cartridge,260.42,EA,H,KVPMSCA6592,3510-01-622-7153
,7510-01-519-4362,Loose-Leaf Binder,4.28,EA,H,KVPMSCA6593,3510-01-622-7153
,7510-01-519-4363,Loose-Leaf Binder,4.31,EA,H,KVPMSCA6594,3510-01-622-7153
,7510-01-519-4370,Loose-Leaf Binder,2.82,EA,H,KVPMSCA6595,3510-01-622-7153
,7510-01-519-4376,Loose-Leaf Binder,4.31,EA,H,KVPMSCA6596,3510-01-622-7153
,7510-01-519-4381,Round Ring View Binder,4.26,EA,H,KVPMSCA6597,3510-01-622-7153
,7510-01-519-4382,Loose-Leaf Binder,4.31,EA,H,KVPMSCA6598,3510-01-622-7153
,7510-01-519-4383,Loose-Leaf Binder,4.31,EA,H,KVPMSCA6599,3510-01-622-7153
,7510-01-519-5770,Certificate/Document Cover,7.39,PG,H,KVPMSCA6600,3510-01-622-7153
,7510-01-519-5771,Certificate/Document Cover,7.39,PG,H,KVPMSCA6601,3510-01-622-7153
,7510-01-525-3245,HP Laser Cartridge,72.48,EA,H,KVPMSCA6602,3510-01-622-7153
,7510-01-525-4313,HP Laser Cartridge,61.67,EA,H,KVPMSCA6603,3510-01-622-7153
,7510-01-526-7180,Lexmark Laser Cartridge,175,EA,J,KVPMSCA6604,3510-01-622-7153
,7510-01-526-7181,Lexmark Laser Cartridge,96.24,EA,J,KVPMSCA6605,3510-01-622-7153
,7510-01-527-3524,HP Laser Cartridge,72.55,EA,H,KVPMSCA6606,3510-01-622-7153
,7510-01-527-3530,HP Inkjet Cartridge,26.91,EA,J,KVPMSCA6607,3510-01-622-7153
,7510-01-527-4826,HP Laser Cartridge,80.14,EA,H,KVPMSCA6608,3510-01-622-7153
,7510-01-528-6287,HP Laser Cartridge,119.44,EA,H,KVPMSCA6609,3510-01-622-7153
,7510-01-531-4863,Masking Tape,6.81,RO,H,KVPMSCA6610,3510-01-622-7153
,7510-01-532-4269,HP Laser Cartridge,98.04,EA,J,KVPMSCA6611,3510-01-622-7153
,7510-01-532-4270,HP Laser Cartridge,89.14,EA,H,KVPMSCA6612,3510-01-622-7153
,7510-01-532-4271,HP Laser Cartridge,98.04,EA,H,KVPMSCA6613,3510-01-622-7153
,7510-01-536-5708,Waterproof Tape,12.79,RO,H,KVPMSCA6614,3510-01-622-7153
,7510-01-536-5709,Waterproof Tape,16.11,RO,H,KVPMSCA6615,3510-01-622-7153
,7510-01-536-5710,Waterproof Tape,26.71,RO,H,KVPMSCA6616,3510-01-622-7153
,7510-01-537-1400,Flight Binder Replacement Envelopes,200.19,BX,H,KVPMSCA6617,3510-01-622-7153
,7510-01-538-8768,HP Laser Cartridge,73.93,EA,H,KVPMSCA6618,3510-01-622-7153
,7510-01-538-8769,HP Laser Cartridge,73.93,EA,H,KVPMSCA6619,3510-01-622-7153
,7510-01-538-8770,HP Laser Cartridge,67.74,EA,H,KVPMSCA6620,3510-01-622-7153
,7510-01-538-9726,HP Laser Cartridge,73.93,EA,H,KVPMSCA6621,3510-01-622-7153
,7510-01-539-6841,Toner Cartridge,182.91,EA,J,KVPMSCA6622,3510-01-622-7153
,7510-01-539-6847,Toner Cartridge,182.91,EA,H,KVPMSCA6623,3510-01-622-7153
,7510-01-539-6849,HP Laser Cartridge,110.78,EA,H,KVPMSCA6624,3510-01-622-7153
,7510-01-542-5294,HP Inkjet Cartridge,27.81,EA,H,KVPMSCA6625,3510-01-622-7153
,7510-01-542-5295,HP Inkjet Cartridge,31.76,EA,H,KVPMSCA6626,3510-01-622-7153
,7510-01-545-3740,Calendar Blotter (2016),3.34,EA,H,KVPMSCA6627,3510-01-622-7153
,7510-01-545-3757,Wall Calendar (2016),4.72,PG,H,KVPMSCA6628,3510-01-622-7153
,7510-01-545-3762,Pad-Style Desk Calendar (2016),4.25,EA,H,KVPMSCA6629,3510-01-622-7153
,7510-01-545-3787,Pad-Style Desk Calendar (2016),3.49,EA,H,KVPMSCA6630,3510-01-622-7153
,7510-01-545-5830,HP Laser Cartridge,191.15,EA,H,KVPMSCA6631,3510-01-622-7153
,7510-01-545-5831,HP Laser Cartridge,134.42,EA,H,KVPMSCA6632,3510-01-622-7153
,7510-01-545-5833,HP Laser Cartridge,191.15,EA,H,KVPMSCA6633,4240-00-542-2048
,7510-01-545-5834,HP Laser Cartridge,191.15,EA,H,KVPMSCA6634,4240-00-816-3819
,7510-01-546-6400,HP Laser Cartridge,144.82,EA,H,KVPMSCA6635,4240-01-292-2818
